SR.NO,RPID,SITE_NAME,TECHNOLOGY,3G_TECH,SITE_NAME_3G,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
75,CT2136,505_51361_MDP_Krishnalodge_CT2136,2G+4G,NSN,4G_35551_KrishnaLodge_CT2136,13.55982,78.4988,E-City,Madanapalle,Madanapalle,,Shelter,5392.0,"KK COMPLEX, NTR CIRCLE, MADHANAPALLE, CHITTOR(DT), Andhra Pradesh 517325",Rajampet,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2136,RTP,6.0,19.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,12/17/2008,BTS18K_ID,3.0,4-4-4,0/120/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,7/13/2016,0/120/240,RRH,3.0,19.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2136,CT2136,,,,,CT2136,,,,,120718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,120718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
76,CT2137,505_51371_MDP_Vijayabank_CT2137,2G+4G,NSN,4G_35561_Vijayabank_CT2137,13.55368,78.50699,E-City,Madanapalle,Madanapalle,,Room,5392.0,"near chittoor bus stand,Vijaya bank building,madanapalli,Chittoor DT.",Rajampet,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT2137,MARR,15.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,12/18/2008,BTS18K_ID,3.0,4-4-4,90/140/240,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,12/16/2013,90/140/240,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2137,CT2137,,,,,CT2137,,,,,210718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,210718-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
77,CT2141,505_51411_MCVaripalle-USO_CT2141,2G,,,13.42334,78.52143,Rural,Mittachinthalavaripalle,Punganur,,OD Plinth,5415.0,"MC-Varipalle-USO,punganur (M),Chittoor DT.",Rajampet,PUNGANUR,517247.0,NBSNL,BSNL Infra,CT2141,GBT,40.0,34.0,Dual,XAHT,NSN,USO,12/3/2008,BTS18K_OD,3.0,3-3-3,40/180/240,,DMW,,,OLD NEC,0.6 m,BSC70-20_Punganur_CT2015A,E1,1.0,,70.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT2141,,,,,,CT2141,,,,2015814045@G/FXW/HYD/3156774/2016@CLEARED ONLINE,,,505.0,270818-YES-(E1+STR-MADM+STR-STM),STD,,
78,CT2149,505_51491_Palamaneru_2_CT2149,2G+4G,NSN,4G_35573_Palamaneru_CT2149,13.20002,78.7459,E-City,palamaneru,Palamaner,NH,Room,5422.0,"oldpet,palamner _2.,Chittoor DT.",Chittoor,PALMANER,517408.0,NBSNL,BSNL Infra,CT2149,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,6/10/2009,BTS18K_ID,3.0,4-4-4,95/185/290,2.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,2/1/2014,95/185/290,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2149,CT2149,,,,,CT2149,,,,,040818YES(GE+PTN(PLM)+PTN(MDP)+PE2(2-2-27),100 Mbps,505.0,070818YES(GE+PTN(PLM)+PTN(MDP)+PE2(2-2-27),PLM,,
79,CT2151,504_40291_ParameswaraMangalam_CT2151,2G+4G,NSN,4G_36452_P_Mangalam_CT2151,13.40007,79.56095,Rural,Parameswaramangalam,Puttur,NH,Room,5407.0,"ParameswaraMangalam,Puttur (M),Chittoor DT.",Tirupati,PUTTUR,517584.0,NBSNL,BSNL Infra,CT2151,GBT,40.0,38.0,Dual,XAHT,NSN,IV.5,3/30/2009,BTS18K_ID,3.0,4-4-4,80/195/350,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII +,4/20/2017,80/195/350,RRH,3.0,38.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,70 Mbps,,,,,,Tiruapti,,4.0,CT2151,CT2151,,CT2151,,,CT2151,,,,,160818YES(fe+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),70 Mbps,504.0,160818YES(fe+CPAN(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),STD,,
80,CT2155,505_51551_Pileru_3_CT2155,2G+4G,NSN,4G_35592_Pileru_CT2155,13.65888,78.93305,E-City,Piler,Pileru,RC,Room,5386.0,"Indra nagar,Piler_3,Chittoor DT.",Rajampet,PILER,517214.0,NBSNL,BSNL Infra,CT2155,MARR,15.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,2/2/2009,BTS18K_ID,3.0,4-4-4,70/120/280,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII,1/16/2014,70/120/280,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,60 Mbps,,,,,,Tiruapti,,4.0,CT2155,CT2155,,,,,CT2155,,,,,080818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),60 Mbps,505.0,080818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),PIL,,
81,CT2158,505_51581_Punganur-2_CT2158,2G+4G,NSN,4G_35602_Punganur-2_CT2158,13.36094,78.56918,E-City,Punganur,Punganur,,Room,5415.0,"Arya vysa kalyanamandapam,punganur,Chittoor DT.",Rajampet,PUNGANUR,517247.0,NBSNL,BSNL Infra,CT2158,MARR,15.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,1/11/2009,BTS18K_ID,3.0,4-4-4,20/120/240,2.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,12/20/2013,20/120/240,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2158,CT2158,,,,,CT2158,,,,,060818YES(FE+MADM(PLM)+MADM(STR)+PE1(2-2-35),100 Mbps,505.0,060818YES(FE+MADM(PLM)+MADM(STR)+PE1(2-2-35),PUG,,
82,CT2162,505_51621_Rompicherla_CT2162,2G+3G,NSN,553_35612_Rompicherla_CT2162,13.67065,79.04755,Rural,Rompicherla,Rompicherla,,Exchange,5373.0,"Rompicherla(V&M),Chittoor DT.",Rajampet,PILER,517192.0,BSNL,BSNL Infra,CT2162,GBT,40.0,40.0,Dual,XAHT,NSN,IV,1/11/2008,S8K_ID,3.0,4-4-4,20/190/280,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII +,3/13/2017,20/190/280,RRH,3.0,39.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,553.0,CT2162,CT2162,,,,,,,,,,200818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),100 Mbps,505.0,200818-YES(Fe+PIL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
83,CT2167,504_40301_Srikalahasthi-3_CT2167,2G+3G,NSN,553_35622_Srikalahasthi-3_CT2167,13.75225,79.69447,E-City,Srikalahasti,Srikalahasti,SH,Room,5378.0,"srikalahasti,Chittoor DT.",Tirupati,SRI KALAHASTHI,517644.0,NBSNL,BSNL Infra,CT2167,MARR,18.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,IV.5,1/27/2009,BTS18K_ID,3.0,4-4-4,40/135/240,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII,2/7/2014,40/135/240,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553.0,CT2167,CT2167,,,,,CT2167,,,,,300718YES(GE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),45 Mbps,504.0,300718YES(GE+MADM(SKT)+DWDM(SKT)+DWDM(STR)+PE1(2-2-33),SKT,,
84,CT2168,504_40311_Taduku_CT2168,2G+3G,NSN,553_35631_Taduku_CT2168,13.49745,79.53169,Rural,Taduku,Puttur,RC,Room,5407.0,"Taduku(V),Puttur (M),Chittoor DT.",Tirupati,PUTTUR,517571.0,NBSNL,BSNL Infra,CT2168,GBT,40.0,39.0,Dual,XAHT,NSN,IV.5,7/6/2009,BTS18K_ID,3.0,4-4-4,30/210/310,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,RRH,,,,,,,,100 Mbps,,,,,,,,553.0,CT2168,,CT2168,,,,CT2168,,,,,"030618YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",100 Mbps,504.0,"290718YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",STD,,
85,CT2172,504_40321_KhadiColony_CT2172,2G+3G,ZTE,346_5930_KhadiColony_CT2172A,13.64905,79.42012,DHQ,Tirupati,Tirupati (Urban),,OD Plinth,5383.0,"18-1-27A Venkatasai Apartments,Dwarakanagar,KT road,Tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517507.0,NBSNL,BSNL Infra,CT2172,RTP,9.0,21.0,Tri,Agisson,NSN,IV,6/18/2008,S12K_OD,3.0,3-4-3,60/150/230,1.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,3/18/2010,60/150/230,RRH,3.0,21.0,TRI,Agisson,OFC,Optical,,100 Mbps,,,,,,Tiruapti,,346.0,CT2172,,,,,,,,,,,,100 Mbps,504.0,"220718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
86,CT2173,504_40331_GNKandriga-USO_CT2173,2G+3G,NSN,553_35642_GNKandrigaUSO_CT2173,13.40717,79.62796,Rural,GNKandriga,Puttur,NH,OD Plinth,5407.0,"Gnkandriga(V),puttur(M),Chittoor DT.",Tirupati,PUTTUR,517583.0,NBSNL,BSNL Infra,CT2173,GBT,40.0,37.0,Dual,XAHT,NSN,USO,2/19/2010,BTS18K_OD,3.0,4-4-4,90/180/300,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,RRH,,,,,,,,70 Mbps,,,,,,,,553.0,CT2173,,CT2173,,,,CT2173,,,,,020918YES(fe+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),70 Mbps,504.0,010918YES(fe+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),STD,,
87,CT2175,504_40341_JeevaKona_CT2175,2G+3G,ZTE,346_5931_Jeevakona_CT2175A,13.64799,79.43078,DHQ,Tirupati,Tirupati (Urban),,Shelter,5383.0,"TRP_JeevaKona,Tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517507.0,NBSNL,BSNL Infra,CT2175,MARR,12.0,18.0,Dual,XAHT,NSN,IV.5,2/16/2009,BTS18K_ID,3.0,4-4-4,0/140/240,1.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,3/18/2010,0/140/240,RRH,3.0,18.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2175,,,,,,,,,,,,100 Mbps,504.0,"200718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
88,CT2176,504_40351_Bazarstreet_CT2176,2G+3G,ZTE,346_5932_TPT_ChinnaBazar_CT2176A,13.63207,79.41764,DHQ,Tirupati,Tirupati (Urban),,Shelter,5383.0,"9-1-43,Gangundram mandpam st,behind rajesh rest home building,tpt,Chittoor DT.",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT2176,RTP,9.0,21.0,Tri,Agisson,NSN,IV.5,2/5/2009,BTS18K_ID,3.0,4-4-4,40/190/280,,DMW,,,NEW NEC,0.6 m,BSC58-18_TirpatiMainEx_CT2072A,E1,1.0,,58.0,Tirupati,V.1,3/18/2010,40/190/280,RRH,3.0,21.0,TRI,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2072,FE,,Tiruapti,100 Mbps,346.0,CT2176,,,,,,CT2176,,,,G/FVC/HYD/1171288/2010,,100 Mbps,504.0,240718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
89,CT2177,504_40361_Autonagar_CT2177,2G+3G,ZTE,346_5933_TPT_AutoNagar_CT2177A,13.62633,79.44037,DHQ,Tirupati,Tirupati (Rural),SH,Shelter,5375.0,"TRP_Autonagar,tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT2177,MARR-G,24.0,24.0,Dual,XAHT,NSN,IV.5,3/31/2009,BTS18K_ID,3.0,4-4-4,70/210/320,,DMW,,,NEW NEC,0.6 m,BSC58-18_TirpatiMainEx_CT2072A,E1,1.0,,58.0,Tirupati,V.1,3/18/2010,70/210/320,RRH,3.0,24.0,Mono,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2177,,,,,,CT2177,,,,,,100 Mbps,504.0,"160718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
90,CT2178,504_40371_MRPalli_CT2178,2G+3G,ZTE,346_5934_MRPalli_CT2178A,13.6212,79.40853,DHQ,Tirupati,Tirupati (Rural),SH,Room,5375.0,"TRP-MRPalli,Tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517502.0,NBSNL,BSNL Infra,CT2178,RTP,9.0,21.0,Tri,Agisson,NSN,IV.5,1/22/2009,BTS18K_ID,3.0,4-4-4,50/150/320,2.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,4/13/2012,50/150/320,RRH,3.0,21.0,TRI,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2178,,,,,,CT2178,,,,,,100 Mbps,504.0,170718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
91,CT2179,504_40381_Padmavathinagar_CT2179,2G+3G,ZTE,346_5935_TPT_PadmavathiNagar_CT2179A,13.61922,79.40257,DHQ,Tirupati,Tirupati (Rural),RC,Room,5375.0,"Mahalaxmi apartments,opp padmavati mahila university,Tiupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517502.0,NBSNL,BSNL Infra,CT2179,RTP,6.0,21.0,Dual,XAHT,NSN,IV.5,1/17/2009,BTS18K_ID,3.0,4-4-4,90/170/300,1.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,3/18/2010,90/170/300,RRH,3.0,21.0,Mono,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2179,,,,,,CT2179,,,,,,100 Mbps,504.0,"220718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
92,CT2180,504_40391_Srinivasam_CT2180,2G+3G,ZTE,346_5936_TPT_Srinivasam_CT2180A,13.63282,79.42857,DHQ,Tirupati,Tirupati (Urban),SH,Room,5383.0,"srinivasam complex,near RTC bus stand,tpt,Chittoor DT.",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT2180,RTP,3.0,24.0,Tri,Agisson,NSN,IV.5,5/27/2009,BTS18K_ID,3.0,4-4-4,0/125/250,,DMW,,,NEW NEC,0.6 m,BSC58-07_TRP_Korlagnta_CT2075A,E1,2.0,,58.0,Tirupati,V.1,3/18/2010,0/125/250,RRH,3.0,24.0,TRI,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2075,FE,,Tiruapti,100 Mbps,346.0,CT2180,,,,,,CT2180,,,,G/FVC/HYD/1170935/2010,,100 Mbps,504.0,"170718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
93,CT2181,504_40401_TRPMadhuranr_CT2181,2G+3G,ZTE,346_5937_TPT_Madhuranagar_CT2181A,13.64348,79.42526,DHQ,Tirupati,Tirupati (Urban),,Room,5383.0,"TRP_Madhuranagar,tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT2181,RTP,9.0,18.0,Tri,Agisson,NSN,IV.5,12/31/2008,BTS18K_ID,3.0,4-4-4,0/105/235,1.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,3/18/2010,0/105/235,RRH,3.0,18.0,TRI,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2181,,,,,,CT2181,,,,,,100 Mbps,504.0,"210718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
94,CT2196,504_40411_VaradarajaNgr_ATC_CT2196,2G+3G,ZTE,346_5938_TPT_VaradarajaNagar_ATC_CT2196A,13.64423,79.41856,DHQ,TIRUPATI,Tirupati (Urban),NH,Shelter,5383.0,"#2-9-1089,N.G.O COLONY,K.T.ROAD,TIRUPATHI,CHITTOOR(DIST) ;Andhra pradesh-517501",Tirupati,CHANDRAGIRI,517501.0,IP-ATC,ATC,AP/CH/AT/10761,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,V.1,8/13/2013,BTS18K_ID,3.0,4-4-4,40/220/320,1.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,8/31/2013,40/220/320,OD,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2196,,,,,,,,,,,,100 Mbps,504.0,"210718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
95,CT2197,504_40421_Kothapalli_CT2197,2G+3G,ZTE,346_6017_TRP_Kothapalli_CT2197A,13.63611,79.44408,DHQ,Tirupati,Tirupati (Rural),RC,Shelter,5375.0,"TRPKothapalli_CT2197B,S.Y.No 17/2,18, flot no 28 , F block,padmavati nagar , renigunta road , chitoor dt.-517502",Tirupati,CHANDRAGIRI,517507.0,NBSNL,BSNL Infra,CT2197,GBT,30.0,27.0,Dual,Agisson,NSN,V.1,5/6/2011,S12K_ID,3.0,4-4-4,30/220/290,,DMW,,,NEW NEC,0.6 m,BSC58-18_TirpatiMainEx_CT2072A,E1,1.0,,58.0,Tirupati,V.1,7/13/2016,30/220/290,RRH,3.0,27.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2072,FE,,Tiruapti,100 Mbps,346.0,CT2197,,,,,,,,,,G/FVC/HYD/1602502/2011,,100 Mbps,504.0,310818-YES-(E1+TRP-MADM+CAR-STM),TRP,,
96,CT2198,504_40431_CottonMills_CT2198,2G+3G,ZTE,346_5939_CottonMills_CT2198A,13.63447,79.45294,DHQ,Tirupati,Tirupati (Rural),SH,Shelter,5375.0,"TRP_CottonMills,Chittoor DT.",Tirupati,CHANDRAGIRI,517506.0,NBSNL,BSNL Infra,CT2198,GBT,30.0,27.0,Dual,Agisson,NSN,V.1,3/10/2011,S8K_ID,3.0,4-4-4,80/150/250,,DMW,,,NEW NEC(HFCL),0.6 m,BSC58-45_Padmavatipurm_CT2022A,E1,1.0,,58.0,Tirupati,V.1,7/23/2013,80/150/250,RRH,3.0,27.0,Dual,Agisson,DMW,,,50 Mbps,NEW NEC,0.6 m,CT2022,FE,,Tiruapti,100 Mbps,346.0,CT2198,,,,,,,,,,G/FVC/HYD/1369232/2010,,50 Mbps,504.0,"110718-YES-(DMW,FE+TRP-MADM+PE2(2-2-31))",TRP,,
97,CT2199,504_40441_Avilala_CT2199,2G+3G,ZTE,346_5940_Avilala_CT2199A,13.61409,79.41584,DHQ,Tirupati,Tirupati (Rural),SH,Shelter,5375.0,"H-NO:6-171/A,C/O MUNIRATHNAM,BESIDE RRAL REGISTER OFFICE,DHANALAXMI NAGAR,AVILALA,TPt,Chittoor DT..",Tirupati,CHANDRAGIRI,517507.0,NBSNL,BSNL Infra,CT2199,RTT,15.0,20.0,Dual,Agisson,NSN,V.1,12/13/2010,S12K_ID,3.0,4-4-4,0/120/270,,OFC,,,,,,,,,58.0,Tirupati,V.1,12/12/2010,0/120/270,ID,3.0,20.0,Dual,Agisson,OFC,,,100 Mbps,,,,,,Tiruapti,100 Mbps,346.0,CT2199,,,,,,,,,,G/FVC/HYD/1369233/2010,,100 Mbps,504.0,"130718-YES-(DMW,FE+TRP-MADM+PE2(2-2-31))",TRP,,
98,CT2200,504_40451_PrakasamRd_CT2200,2G+3G,ZTE,346_5941_TPT_PrakasamRoad_CT2200A,13.6296,79.4094,DHQ,Tirupati,Tirupati (Urban),NH,Room,5383.0,"CCE Building, Prakasam road, Tirupati",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT2200,RTP,9.0,23.0,Tri,Agisson,NSN,V.1,5/24/2012,BTS18K_ID,3.0,4-4-4,50/160/280,2.0,OFC,E1,,,,,,,,58.0,Tirupati,V.1,5/25/2012,50/160/280,RRH,3.0,23.0,TRI,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,346.0,CT2200,,,,,,,,,,,,100 Mbps,504.0,"220718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
99,CT2202,504_40461_Yogimallavaram_CT2202,2G+3G,ZTE,346_5943_Yogimallavaram_CT2202A,13.60672,79.43894,DHQ,Tirupati,Tirupati (Rural),NH,Shelter,5375.0,"PLOT NO:10,TELECOMCOLONY,YOGIMALLAVARAM,TPT,Chittoor DT.",Tirupati,CHANDRAGIRI,517503.0,NBSNL,BSNL Infra,CT2202,RTT,15.0,19.0,Dual,Agisson,NSN,V.1,12/8/2012,S12K_ID,3.0,4-4-4,25/100/270,,DMW,,,NEW NEC,0.6 m,BSC58-45_Padmavatipurm_CT2022A,E1,1.0,,58.0,Tirupati,V.1,7/25/2013,25/100/270,RRH,3.0,19.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2022,FE,,Tiruapti,100 Mbps,346.0,CT2202,,,,,,,,,,G/FVC/HYD/1466308/2011,,100 Mbps,504.0,"120718-YES-(DMW,FE+TRP-MADM+PE2(2-2-31))",TRP,,
100,CT2203,504_40471_KarakambadiRd_ATC_CT2203,2G+3G,ZTE,346_5944_KarakambadiRoad_ATC_CT2203A,13.64835,79.45063,DHQ,Tirupati,Tirupati (Rural),SH,Shelter,5375.0,K. NADAMUNI NAIDU; S/O. LATE GANGUKA NAIDU; H.NO.1-49; TIMMINAIDUPALEM; AKKARAMPALLI; TPT;,Tirupati,CHANDRAGIRI,517520.0,IP-ATC,ATC,AP/CH/BS/0180,GBT,40.0,30.0,Dual,Agisson,NSN,V.1,10/21/2011,S12K_ID,3.0,4-4-4,60/200/270,,DMW,,,NEW NEC,0.6 m,BSC58-18_TirpatiMainEx_CT2072A,E1,1.0,,58.0,Tirupati,V.1,11/6/2013,60/200/270,RRH,3.0,30.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2072,FE,,Tiruapti,100 Mbps,346.0,CT2203,,,,,,,,,,G/FVC/HYD/1598185/2011,,100 Mbps,504.0,"210718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
101,CT2204,504_40481_SVIMS-2_CT2204,2G+3G,ZTE,346_5945_TPT_SVIMS_CT2204A,13.63761,79.40414,DHQ,Tirupati,Tirupati (Urban),,Room,5383.0,"TRP-SVIMS-2,room no:18,SvIMS Hospital,tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517507.0,NBSNL,BSNL Infra,CT2204,RTT,15.0,22.0,Tri,Agisson,NSN,V.1,10/31/2010,BTS18K_ID,3.0,4-4-4,320/140/220,,OFC,,,,,,,,,58.0,Tirupati,V.1,12/11/2010,320/140/220,RRH,3.0,22.0,TRI,Agisson,,,,100 Mbps,,,,FE,,Tiruapti,100 Mbps,346.0,CT2204,,,,,,CT2204,,,,G/FVC/HYD/1466302/2011,,100 Mbps,504.0,180718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
102,CT2205,504_40491_Tummalagunta_ATC_CT2205,2G+3G,ZTE,346_6018_Tumalgunta_ATC_CT2205A,13.61427,79.38858,DHQ,Tirupati,Tirupati (Rural),RC,Shelter,5375.0,"Nalanda Nagar, Tummalagunta Perur Rd, Tummalagunta, Tirupati, Chittoor, Andhra Pradesh 517502",Tirupati,CHANDRAGIRI,517502.0,IP-ATC,ATC,AP2036,RTP,9.0,21.0,Dual,Agisson,NSN,V.1,12/15/2011,S12K_ID,3.0,4-4-4,90/270/335,,DMW,,,NEW NEC,0.6 m,BSC58-14_Pudipatla_CT2302A,E1,1.0,,58.0,Tirupati,V.1,9/23/2016,90/270/335,RRH,3.0,21.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2302,FE,,Tiruapti,70 Mbps,346.0,CT2205,,,,,,,,,,2015812085@G/FXW/HYD/3156688/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,100 Mbps,504.0,240718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
103,CT2206,505_52061_CTR_Murukambattu_WTT_CT2206,2G+4G,NSN,4G_35661_Murakambattu_CT2206,13.24763,79.11403,E-City,Chittoor,Chittoor,NH,Shelter,5421.0,BANGALORE TIRUPATHI BYPASS ROAD MURUKAMPATTU CHITTOOR ANDHRA PRADESH 517127.,Chittoor,CHITTOOR,517127.0,IP-WTT,VIOM Networks,ANPCHI1690,GBT,40.0,38.0,Dual,Agisson,NSN,V.1,3/27/2012,S12K_ID,3.0,4-4-4,80/180/280,1.0,OFC,E1,,,,,,,,60.0,Tirupati,V.1,1/2/2014,80/180/280,RRH,3.0,38.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT2206,CT2206,,,,,,,,,,300618-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),100 Mbps,505.0,300618-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),CTR,,
